visitor_ab,visitor_sac_hits,visitor_sac_flies,visitor_hbp,visitor_walks,visitor_int_walks,visitor_,home_ab,home_sac_hits,home_sac_flies,home_hbp,home_walks,home_int_walks,visitor_pa,home_pa
35,0,2,2,8,0,0,32,0,0,1,3,0,47,36
34,0,0,1,5,0,0,29,0,0,1,6,0,40,36
37,0,1,0,4,0,0,37,0,0,0,2,0,42,39
31,0,0,1,1,0,0,30,0,0,0,4,0,33,34
31,0,0,0,2,0,0,30,1,0,0,4,0,33,35
34,0,0,1,3,0,0,35,0,0,0,3,0,38,38
30,0,0,0,1,0,0,28,0,0,0,5,0,31,33
30,0,1,1,6,0,0,38,0,0,0,0,0,38,38
35,0,0,0,2,0,0,35,0,1,1,0,0,37,37
34,1,0,2,3,0,0,35,0,0,0,3,1,40,39
27,0,0,1,3,0,0,31,0,0,0,1,0,31,32
31,0,0,0,1,0,0,40,0,1,2,0,0,32,43
41,0,0,0,8,0,0,33,0,0,1,7,0,49,41
30,0,0,1,5,0,0,39,1,0,1,2,0,36,43
40,0,0,0,1,0,0,34,0,0,0,1,0,41,35
29,0,0,0,4,0,0,31,0,0,1,6,0,33,38
33,0,0,0,4,0,0,33,0,0,0,1,0,37,34
29,0,0,3,4,0,0,29,0,0,0,1,0,36,30
28,0,0,1,0,0,0,31,0,0,0,5,0,29,36
31,0,0,0,0,0,0,26,0,0,0,6,0,31,32
43,0,0,0,5,0,0,46,0,0,0,5,0,48,51
37,0,1,3,5,1,0,32,0,0,0,2,0,47,34
34,0,1,0,5,0,0,36,0,0,2,3,1,40,42
36,1,0,0,2,0,0,35,0,0,0,1,0,39,36
31,0,0,1,3,0,0,30,0,2,0,3,0,35,35
31,0,0,0,2,0,0,32,0,1,0,5,0,33,38
34,0,0,0,4,0,0,36,0,0,1,2,0,38,39
36,0,0,1,3,0,0,35,0,0,0,4,0,40,39
29,0,0,1,3,0,0,30,0,0,0,1,0,33,31
33,0,0,0,0,0,0,27,0,0,0,2,0,33,29
31,0,0,0,2,0,0,29,0,0,1,5,0,33,35
32,0,0,0,2,0,0,32,0,0,0,4,0,34,36
41,0,0,0,2,0,0,35,0,0,0,5,0,43,40
32,0,1,0,7,0,0,30,0,0,0,4,0,40,34
34,0,0,0,4,0,0,34,0,0,1,2,0,38,37
39,0,0,0,2,0,0,39,0,1,0,4,0,41,44
30,0,0,1,5,0,0,32,0,0,0,4,0,36,36
31,0,2,0,5,0,0,35,0,0,1,2,0,38,38
29,0,0,1,9,0,0,30,0,0,1,2,0,39,33
32,0,1,0,1,0,0,31,0,0,0,2,0,34,33
30,0,0,0,2,0,0,35,0,0,0,3,1,32,39
52,2,1,0,5,0,0,51,1,1,0,8,3,60,64
33,2,1,0,4,0,2,36,0,1,0,2,0,42,39
34,0,0,1,2,0,0,35,0,0,0,1,0,37,36
30,0,0,0,3,0,0,32,0,0,1,3,0,33,36
35,0,1,0,1,0,0,38,0,0,1,4,1,37,44
34,0,1,0,0,0,0,29,0,1,0,3,0,35,33
35,0,0,0,5,0,0,31,0,0,0,1,0,40,32
32,0,0,1,4,0,1,35,0,0,0,3,0,38,38
36,0,0,1,3,0,0,32,0,0,0,3,0,40,35
33,0,0,1,3,1,0,31,0,0,0,4,0,38,35
32,0,0,2,1,0,0,28,0,0,0,1,0,35,29
37,0,1,1,4,0,0,36,0,0,1,5,0,43,42
41,0,0,1,1,0,0,33,0,0,0,2,0,43,35
34,0,0,0,3,0,0,33,0,0,0,5,0,37,38
37,0,0,2,5,0,0,30,0,0,1,2,0,44,33
37,0,0,1,5,0,0,33,0,2,0,6,0,43,41
32,0,0,0,2,0,0,32,1,0,0,3,0,34,36
34,0,0,1,4,0,0,28,0,0,1,1,0,39,30
39,0,0,0,6,0,0,34,0,0,0,4,0,45,38
40,0,0,1,1,0,0,33,0,1,1,2,0,42,37
35,0,0,0,1,0,0,36,0,0,0,1,0,36,37
32,0,1,0,5,0,0,31,1,0,1,0,0,38,33
31,1,0,2,5,0,0,36,0,0,2,6,0,39,44
32,0,0,0,4,0,0,35,0,0,0,4,1,36,40
30,0,0,2,2,0,0,30,0,0,0,4,0,34,34
38,0,0,0,3,0,0,37,0,1,1,5,0,41,44
37,0,0,0,3,0,0,33,0,0,1,3,0,40,37
33,0,1,2,2,0,0,37,0,1,1,3,0,38,42
35,0,0,0,0,0,0,36,0,2,0,5,0,35,43
37,0,0,0,2,0,1,34,0,0,0,3,1,40,38
32,0,0,0,1,0,0,31,0,0,0,3,0,33,34
36,0,0,0,6,0,0,36,0,1,0,4,0,42,41
33,1,0,0,2,0,0,33,0,0,0,3,0,36,36
31,0,0,0,3,0,0,33,0,0,0,3,0,34,36
34,0,0,1,6,0,0,36,0,1,0,2,0,41,39
39,0,0,1,5,0,0,33,0,2,2,3,0,45,40
38,0,0,1,3,0,0,35,0,0,1,2,0,42,38
37,0,0,0,6,1,0,35,0,0,0,3,0,44,38
36,0,1,1,4,0,0,43,1,0,0,3,0,42,47
35,1,1,0,3,0,0,36,0,1,0,6,0,40,43
33,0,0,0,3,0,0,28,0,0,0,2,0,36,30
28,0,0,0,3,0,0,34,0,0,1,3,0,31,38
44,0,1,0,8,0,0,49,0,0,0,6,1,53,56
45,0,0,0,5,0,0,34,0,0,0,1,0,50,35
32,0,0,0,3,0,0,36,0,0,1,4,0,35,41
31,0,1,1,2,0,0,31,0,1,0,2,0,35,34
37,0,1,2,0,0,0,37,0,0,2,5,0,40,44
34,0,1,0,2,0,0,31,0,1,0,3,0,37,35
41,1,1,1,7,0,0,33,0,0,1,5,0,51,39
41,0,0,0,3,0,0,42,0,0,0,2,0,44,44
40,0,1,2,4,0,0,37,0,1,1,5,1,47,45
30,0,0,0,3,0,0,32,0,0,0,7,0,33,39
30,0,0,0,5,0,0,32,0,1,1,2,0,35,36
38,0,0,0,1,0,0,35,0,0,1,3,0,39,39
30,1,0,0,2,0,0,28,1,0,1,3,0,33,33
34,0,0,1,2,0,0,32,0,0,0,6,0,37,38
33,1,1,0,5,1,0,37,0,0,2,2,0,41,41
35,0,1,0,4,0,0,37,0,0,0,5,0,40,42
37,0,1,0,2,0,0,37,0,0,0,7,0,40,44
40,0,0,1,3,0,0,34,0,0,1,6,0,44,41
35,0,0,1,3,1,0,35,0,0,1,1,0,40,37
29,0,0,0,2,0,0,33,0,0,0,5,0,31,38
40,0,0,0,3,0,0,39,0,0,0,2,0,43,41
33,0,0,1,2,0,0,32,0,0,1,1,0,36,34
30,0,1,0,2,0,0,32,0,1,0,3,0,33,36
37,0,0,0,4,0,0,41,0,0,1,3,0,41,45
33,0,1,0,4,0,0,33,0,0,0,3,0,38,36
36,0,0,0,0,0,0,33,0,0,1,1,0,36,35
33,0,0,0,2,0,0,41,0,0,2,2,0,35,45
32,0,0,0,1,0,0,27,0,0,0,7,0,33,34
35,0,1,0,5,0,0,31,0,0,0,4,0,41,35
30,0,1,1,8,0,0,32,0,1,0,1,0,40,34
34,0,0,1,5,0,0,34,0,0,0,3,0,40,37
40,0,0,0,4,1,0,34,0,0,0,1,0,45,35
34,0,0,0,2,0,0,31,0,2,0,3,0,36,36
33,0,0,0,2,0,0,33,1,1,1,5,1,35,42
40,0,0,0,3,0,0,39,0,0,0,8,1,43,48
41,0,0,0,1,0,0,35,0,0,0,8,0,42,43
34,0,0,0,2,0,0,36,0,0,0,2,0,36,38
40,0,0,1,2,0,0,35,0,0,0,3,0,43,38
36,0,0,0,4,0,0,33,0,0,0,1,0,40,34
36,0,0,1,1,0,0,31,0,0,0,6,0,38,37
33,0,0,1,2,0,0,33,0,0,0,7,1,36,41
33,0,0,0,0,0,0,33,1,1,0,7,1,33,43
32,0,0,0,4,0,0,28,0,0,0,6,0,36,34
36,0,0,0,0,0,0,35,1,0,0,5,0,36,41
39,0,1,2,6,1,0,42,0,0,1,4,1,49,48
29,0,1,1,5,0,0,28,0,0,0,7,0,36,35
30,0,0,2,0,0,0,30,0,1,1,1,0,32,33
34,0,0,0,4,0,0,31,0,0,1,5,0,38,37
35,0,0,0,4,0,0,38,0,1,0,0,0,39,39
36,0,0,0,2,0,0,40,0,0,1,3,0,38,44
33,0,0,1,1,0,0,33,0,0,0,3,0,35,36
34,0,0,1,5,0,0,29,0,0,1,4,0,40,34
34,0,1,0,1,0,0,32,0,0,0,1,0,36,33
33,0,0,1,1,0,0,32,0,0,1,0,0,35,33
32,0,0,0,0,0,0,32,0,0,0,6,0,32,38
30,0,0,0,2,0,0,32,0,0,0,3,0,32,35
35,0,1,0,4,0,0,31,0,0,0,2,0,40,33
33,0,0,0,2,0,0,35,0,1,0,4,0,35,40
34,0,0,0,4,0,0,27,1,1,0,2,0,38,31
43,0,0,1,5,0,0,31,0,0,1,1,0,49,33
31,0,0,0,3,0,0,30,0,0,1,3,0,34,34
36,0,0,1,2,0,0,34,0,0,1,3,0,39,38
30,0,0,1,3,0,0,27,1,1,0,3,0,34,32
32,0,1,0,7,1,0,33,0,0,0,2,0,41,35
38,1,0,1,8,0,0,31,0,1,0,4,0,48,36
37,0,0,0,4,0,0,35,1,0,1,7,0,41,44
27,0,0,0,1,0,0,27,0,0,0,3,0,28,30
44,0,1,0,4,3,0,43,2,0,0,2,1,52,48
43,0,0,0,5,0,0,41,0,0,0,5,1,48,47
34,0,0,0,1,0,0,31,0,0,0,4,0,35,35
43,0,1,0,4,0,0,35,0,0,0,7,0,48,42
37,0,0,3,4,0,0,42,0,0,0,7,0,44,49
35,0,1,1,2,0,0,31,0,0,2,2,0,39,35
34,0,1,2,3,1,0,35,1,0,2,3,0,41,41
30,0,0,0,3,0,0,28,0,1,0,6,0,33,35
35,0,0,0,7,0,0,31,0,0,2,5,0,42,38
35,0,1,2,2,0,0,29,0,1,1,4,1,40,36
37,0,2,0,2,0,0,33,0,0,0,1,0,41,34
31,0,0,0,1,0,0,35,0,0,0,4,0,32,39
32,0,0,1,3,0,0,29,1,0,0,3,0,36,33
37,0,0,1,4,0,0,43,0,0,0,5,1,42,49
33,0,0,1,3,0,0,31,1,0,0,2,0,37,34
35,0,1,0,3,0,0,34,0,0,2,2,0,39,38
34,0,0,0,1,0,1,35,0,0,0,2,0,36,37
33,0,0,0,0,0,0,29,0,0,0,4,0,33,33
33,0,1,1,6,0,0,38,0,1,0,6,0,41,45
37,0,0,1,2,0,0,33,0,0,1,3,1,40,38
33,0,0,0,0,0,0,42,0,1,2,2,0,33,47
38,0,0,0,4,0,0,27,0,0,0,2,0,42,29
38,0,0,2,5,1,0,31,0,0,0,6,0,46,37
39,0,0,0,2,1,0,32,1,1,0,7,1,42,42
36,0,0,1,4,0,0,34,0,1,1,1,0,41,37
38,0,0,0,3,0,0,36,0,0,1,1,0,41,38
33,0,0,0,2,0,0,31,0,0,0,3,0,35,34
41,0,0,0,3,0,0,30,0,0,0,2,0,44,32
36,0,0,1,7,0,0,33,0,0,1,3,0,44,37
33,0,0,0,9,0,0,34,0,0,0,4,0,42,38
33,0,0,0,1,0,0,30,1,0,0,0,0,34,31
36,0,0,0,2,0,0,34,0,0,0,1,0,38,35
37,0,0,0,3,0,0,36,0,0,0,1,0,40,37
31,0,2,2,2,0,0,32,0,0,0,1,0,37,33
37,1,0,0,2,0,0,32,0,0,0,5,0,40,37
40,0,1,1,4,0,0,33,0,1,0,1,0,46,35
33,0,0,0,1,0,0,31,0,0,0,2,0,34,33
39,0,0,0,3,0,0,33,0,0,0,4,0,42,37
35,0,0,0,3,0,1,37,1,0,1,3,1,39,43
31,0,0,1,4,0,0,28,0,0,0,5,0,36,33
29,0,1,0,2,0,0,32,0,1,0,2,0,32,35
41,0,0,2,2,0,0,36,0,0,0,2,0,45,38
31,0,0,1,1,0,0,31,0,0,0,0,0,33,31
37,0,0,0,3,0,0,36,0,0,2,5,0,40,43
32,0,0,0,0,0,0,30,0,0,2,5,0,32,37
36,0,0,0,2,0,0,34,0,0,1,2,0,38,37
35,0,0,1,9,0,0,29,0,0,0,1,0,45,30
33,1,1,1,5,0,0,30,0,0,1,5,0,41,36
30,0,1,0,6,0,0,29,0,1,0,3,0,37,33
32,0,0,0,2,0,0,32,0,0,0,1,0,34,33
32,0,0,0,4,0,0,27,0,0,0,4,0,36,31
33,0,0,0,6,0,0,29,1,1,1,2,0,39,34
35,0,0,0,4,0,0,35,0,1,1,1,0,39,38
37,0,0,0,0,0,0,35,0,0,1,1,0,37,37
34,0,1,2,8,0,0,31,1,0,0,8,0,45,40
38,0,0,0,4,1,0,35,1,0,0,1,1,43,38
30,0,1,0,2,0,0,28,0,0,0,5,0,33,33
31,0,0,0,0,0,0,32,0,1,0,5,0,31,38
32,0,0,1,1,0,0,33,0,1,0,1,0,34,35
37,0,0,0,4,1,0,32,0,1,1,3,0,42,37
36,0,0,0,6,0,0,30,0,0,0,0,0,42,30
34,0,1,1,2,0,0,35,0,0,0,1,0,38,36
28,0,1,0,4,0,0,28,0,0,0,5,0,33,33
30,0,0,0,0,0,0,33,0,0,0,3,0,30,36
37,0,2,1,3,0,0,31,0,0,0,4,0,43,35
37,0,0,0,4,0,0,34,1,1,1,3,0,41,40
41,0,0,0,3,0,0,32,0,0,3,6,0,44,41
36,0,1,0,4,0,0,40,0,0,0,2,0,41,42
28,0,0,0,3,0,0,31,0,1,0,2,0,31,34
32,0,0,0,1,0,0,32,0,0,1,2,0,33,35
30,0,0,0,3,0,0,30,0,1,0,5,0,33,36
37,0,0,0,0,0,0,37,0,0,2,5,0,37,44
35,0,0,0,2,0,0,35,0,0,0,4,0,37,39
41,0,2,0,5,0,0,29,0,0,0,1,0,48,30
32,0,0,1,1,0,0,33,0,1,1,1,0,34,36
37,0,0,1,3,0,0,32,0,0,0,0,0,41,32
35,0,0,0,4,0,0,31,0,0,0,4,0,39,35
40,0,0,1,2,0,0,31,0,1,1,2,0,43,35
36,0,0,0,3,0,0,39,0,0,0,2,0,39,41
31,0,1,1,3,0,0,33,0,0,0,1,0,36,34
39,0,0,1,3,0,1,37,0,0,0,2,0,44,39
52,0,0,1,6,0,0,33,0,0,1,0,0,59,34
35,0,1,0,5,1,0,28,0,1,1,6,0,42,36
39,0,0,0,6,0,0,40,1,1,0,3,1,45,46
33,0,0,0,1,0,0,33,0,0,0,3,0,34,36
32,0,0,0,4,0,0,30,0,0,0,4,0,36,34
40,0,0,0,2,0,0,32,0,1,1,2,0,42,36
40,0,0,0,2,0,0,32,0,0,0,3,0,42,35
38,0,0,0,1,0,0,34,0,0,0,5,0,39,39
36,0,1,1,3,0,0,35,0,0,0,1,0,41,36
31,0,0,0,4,0,0,31,0,0,2,3,0,35,36
35,0,0,0,2,0,0,32,0,0,0,2,0,37,34
34,0,0,0,3,0,0,28,0,0,0,2,0,37,30
36,0,1,1,2,0,0,34,0,0,0,1,0,40,35
35,0,0,1,2,0,0,35,0,1,1,4,0,38,41
36,0,1,1,9,0,0,36,1,0,0,6,0,47,43
31,0,1,1,3,1,0,26,0,2,0,3,0,37,31
40,0,0,0,2,0,0,37,0,1,1,2,0,42,41
32,0,0,0,1,0,0,32,0,0,0,0,0,33,32
37,1,0,2,3,0,0,31,0,0,2,7,0,43,40
38,0,1,2,1,0,0,34,0,0,0,6,0,42,40
34,1,0,0,4,0,0,33,0,0,0,5,0,39,38
33,0,1,0,4,0,0,34,0,1,2,2,0,38,39
29,0,0,0,2,0,0,29,0,0,0,1,0,31,30
32,0,0,1,3,0,0,29,0,0,1,1,0,36,31
35,0,1,0,5,0,0,39,0,0,1,2,0,41,42
39,1,0,0,4,0,0,35,0,0,0,3,0,44,38
38,0,0,0,2,0,0,29,0,0,0,3,1,40,33
30,0,0,1,3,0,0,30,0,1,0,3,1,34,35
29,0,0,0,3,0,0,33,0,1,0,9,0,32,43
33,0,0,0,2,0,0,31,0,0,0,2,0,35,33
34,0,0,1,5,0,0,30,0,1,0,1,0,40,32
29,0,0,0,2,0,0,29,0,0,0,2,0,31,31
34,0,0,2,3,0,0,32,0,1,1,9,0,39,43
36,0,0,0,3,0,0,34,0,2,0,5,0,39,41
35,0,2,0,3,0,0,34,0,0,1,3,0,40,38
34,0,0,0,2,0,0,32,0,2,0,2,0,36,36
31,0,1,1,5,0,0,34,0,0,0,2,0,38,36
34,1,0,0,3,0,0,32,0,0,1,1,0,38,34
34,0,1,1,1,0,0,27,0,0,0,4,0,37,31
31,0,0,0,7,0,0,33,0,0,1,0,0,38,34
35,0,0,0,3,0,0,38,1,1,0,2,0,38,42
33,0,0,0,1,0,0,30,0,1,0,4,0,34,35
34,0,0,0,2,0,0,27,0,0,0,10,0,36,37
32,0,0,0,2,0,0,28,0,1,2,6,0,34,37
45,0,0,1,1,0,0,34,0,0,0,2,0,47,36
33,0,0,0,3,0,0,29,0,0,1,1,0,36,31
33,0,0,0,3,0,0,26,1,0,0,3,0,36,30
39,0,1,1,6,0,0,37,0,1,0,6,2,47,46
30,1,0,0,2,0,0,34,0,1,1,6,0,33,42
32,0,0,0,2,0,0,34,0,0,0,0,0,34,34
32,0,0,0,2,0,0,35,0,0,0,1,0,34,36
30,0,0,0,1,0,0,28,0,1,0,3,0,31,32
39,0,0,0,2,0,0,36,0,0,0,3,0,41,39
34,0,1,0,8,0,0,33,0,0,1,5,0,43,39
36,0,0,2,3,0,0,33,0,0,0,3,0,41,36
34,0,0,0,3,0,0,33,0,0,2,3,0,37,38
36,1,1,1,8,0,0,36,1,0,2,1,0,47,40
44,0,0,0,4,0,0,38,0,0,0,1,0,48,39
46,0,0,1,4,0,0,39,0,0,0,5,0,51,44
32,1,0,0,6,0,0,33,0,0,0,1,0,39,34
41,0,0,0,8,0,0,32,0,0,1,3,0,49,36
38,0,1,0,5,0,0,27,0,0,0,0,0,44,27
32,0,0,0,4,0,0,33,0,0,0,0,0,36,33
32,0,0,0,0,0,0,40,0,0,0,5,0,32,45
32,0,0,0,1,0,0,35,0,0,0,0,0,33,35
33,0,0,1,4,0,0,33,0,0,0,3,0,38,36
34,0,0,0,0,0,0,35,1,0,0,1,0,34,37
44,0,1,2,3,0,0,32,0,1,0,0,0,50,33
34,0,1,1,4,0,0,34,0,0,1,3,0,40,38
33,0,1,0,5,0,0,30,0,1,0,2,0,39,33
44,0,0,0,8,0,0,29,0,0,0,2,0,52,31
36,0,0,2,5,0,0,37,0,0,0,3,1,43,41
32,0,0,0,2,1,0,31,0,0,0,1,0,35,32
39,0,1,0,2,0,0,32,0,1,1,2,0,42,36
38,0,1,3,4,0,0,32,0,2,0,4,0,46,38
37,0,0,0,6,0,0,36,0,1,0,3,0,43,40
32,0,0,1,3,0,0,26,0,0,2,2,0,36,30
35,0,0,0,1,0,0,37,0,1,1,3,0,36,42
32,0,0,1,3,0,0,34,0,2,1,2,0,36,39
40,1,1,0,3,0,0,40,1,0,0,2,0,45,43
35,0,0,0,1,0,0,34,1,0,0,2,0,36,37
35,0,0,0,5,1,0,35,0,1,0,1,0,41,37
34,0,0,0,1,0,0,34,0,0,0,1,0,35,35
35,0,1,3,3,0,0,37,0,0,0,3,0,42,40
31,0,1,1,7,0,0,31,0,0,1,3,0,40,35
40,0,0,1,2,0,0,31,0,0,0,3,0,43,34
35,0,2,1,9,0,0,37,0,0,1,1,0,47,39
37,0,0,0,5,0,0,32,0,2,0,2,0,42,36
43,0,1,0,4,0,0,30,0,0,1,7,0,48,38
33,1,1,0,2,0,0,31,0,0,0,4,0,37,35
35,0,1,0,1,0,0,29,0,0,0,2,0,37,31
33,0,0,0,2,0,0,33,0,0,1,1,0,35,35
35,0,0,0,3,0,0,32,0,0,0,2,0,38,34
36,0,2,3,3,0,0,33,0,0,0,5,0,44,38
38,0,0,1,2,0,0,36,0,0,0,3,0,41,39
30,0,0,0,2,0,0,27,0,0,1,1,0,32,29
37,0,0,0,0,0,0,41,0,1,1,5,0,37,48
38,0,1,0,5,0,0,34,0,0,1,3,0,44,38
34,0,0,0,7,0,0,36,0,1,0,6,0,41,43
33,1,2,0,3,0,0,32,0,0,1,5,0,39,38
37,0,0,1,4,0,0,30,0,0,1,3,0,42,34
32,0,0,0,2,0,0,30,0,0,1,0,0,34,31
36,0,1,0,4,0,0,27,0,3,1,3,0,41,34
37,0,0,2,7,1,0,40,0,1,0,6,0,47,47
31,0,0,0,2,0,0,36,0,1,1,3,0,33,41
27,0,0,0,4,0,0,38,0,0,0,2,0,31,40
39,0,1,1,2,0,0,35,0,0,0,5,0,43,40
35,0,0,0,1,0,0,33,0,0,0,2,0,36,35
40,0,0,1,0,0,0,38,0,1,2,3,0,41,44
34,0,0,0,1,0,0,27,0,0,2,5,0,35,34
39,0,0,0,4,0,0,37,0,3,3,1,0,43,44
33,0,0,3,7,1,0,34,0,0,1,6,0,44,41
32,0,0,0,3,0,0,34,0,0,0,5,0,35,39
35,1,0,1,3,0,0,34,1,0,0,1,0,40,36
29,1,0,0,5,0,0,32,1,0,1,2,0,35,36
32,0,0,0,3,0,0,30,0,0,0,1,0,35,31
32,0,0,1,3,0,0,29,0,0,2,4,1,36,36
32,0,1,0,3,0,0,37,2,1,2,5,0,36,47
35,0,2,1,5,0,0,36,0,0,1,4,0,43,41
35,0,1,0,1,0,0,33,0,0,2,5,0,37,40
37,0,0,0,3,0,0,32,0,1,1,2,0,40,36
39,0,0,0,4,0,0,32,0,0,0,2,0,43,34
30,0,1,3,4,0,0,34,0,0,1,1,0,38,36
36,0,1,2,2,0,0,28,0,0,0,2,0,41,30
37,0,0,1,3,0,0,32,0,1,1,8,0,41,42
38,0,0,0,6,0,0,34,0,1,0,5,0,44,40
37,0,1,1,2,0,0,34,0,0,0,2,0,41,36
34,0,0,2,2,0,0,34,0,0,0,1,0,38,35
32,0,0,0,2,0,0,35,0,0,0,3,0,34,38
36,0,0,0,3,0,0,34,0,2,0,4,0,39,40
38,0,0,0,0,0,0,32,1,0,0,2,0,38,35
40,0,0,1,3,0,0,39,1,1,0,1,0,44,42
32,0,1,1,6,0,0,35,0,0,0,6,0,40,41
38,0,1,0,7,0,0,38,0,1,0,3,0,46,42
33,0,1,1,3,0,0,43,0,0,1,6,0,38,50
43,0,1,0,3,0,0,39,0,1,2,2,0,47,44
31,0,1,1,5,0,0,33,0,0,1,5,0,38,39
39,0,0,2,1,0,1,32,0,0,0,0,0,43,32
38,1,1,1,7,0,0,33,0,1,1,4,0,48,39
36,0,0,0,6,1,0,36,0,0,0,1,0,43,37
33,0,0,0,5,0,0,32,0,0,1,1,0,38,34
37,0,0,0,5,0,1,39,0,0,0,3,2,43,44
31,1,0,1,1,0,0,36,0,0,0,2,0,34,38
27,0,0,0,4,0,0,37,0,0,0,4,0,31,41
29,0,1,0,1,0,0,34,0,0,2,2,0,31,38
34,0,0,0,4,0,0,30,0,1,1,6,1,38,39
34,0,0,1,0,0,0,34,0,0,0,1,0,35,35
32,0,0,0,6,1,0,30,0,0,0,1,0,39,31
36,0,0,0,5,0,0,27,0,1,3,6,0,41,37
37,0,0,0,7,0,0,36,0,0,0,6,0,44,42
34,0,0,1,3,0,0,34,0,0,0,3,0,38,37
32,1,0,0,3,0,0,29,0,0,1,11,2,36,43
33,0,0,0,0,0,0,31,0,1,1,4,0,33,37
42,0,0,2,8,0,0,34,0,0,1,4,0,52,39
35,0,0,0,0,0,0,31,0,0,0,3,0,35,34
44,0,0,0,2,0,0,33,0,0,4,3,0,46,40
40,0,1,0,1,0,0,28,0,1,0,4,0,42,33
34,0,0,0,1,0,0,31,0,0,0,3,0,35,34
30,0,0,0,0,0,0,27,0,0,1,6,0,30,34
37,0,0,0,4,0,1,32,0,0,0,2,0,42,34
43,0,0,0,3,0,0,31,0,0,0,5,0,46,36
42,0,0,2,3,0,0,29,0,0,0,1,0,47,30
30,0,0,0,1,0,0,31,0,0,0,2,0,31,33
32,0,0,1,4,1,0,35,0,0,0,2,0,38,37
35,0,0,1,3,0,0,28,0,1,0,7,0,39,36
33,1,0,1,3,0,0,38,0,0,1,2,0,38,41
36,0,1,0,4,1,0,36,0,1,1,6,0,42,44
41,0,0,1,2,0,0,36,0,0,0,3,1,44,40
39,0,0,0,0,0,0,34,0,0,0,0,0,39,34
34,0,0,0,5,0,0,35,0,0,0,2,0,39,37
29,0,0,0,0,0,0,35,0,1,0,5,0,29,41
31,0,0,1,4,0,0,33,0,0,0,1,0,36,34
45,0,1,2,8,0,0,32,0,0,0,2,0,56,34
39,0,0,1,0,0,0,35,0,0,0,3,0,40,38
33,0,0,1,2,0,0,34,0,0,0,6,0,36,40
34,0,0,0,2,0,0,35,0,0,0,5,1,36,41
36,0,0,0,0,0,1,35,0,0,0,0,0,37,35
29,0,0,0,7,0,0,36,0,0,0,7,1,36,44
40,1,0,2,6,0,0,38,0,0,0,4,0,49,42
34,0,0,0,2,0,0,29,1,0,1,0,0,36,31
36,0,1,0,3,0,0,32,0,0,0,2,0,40,34
32,0,0,0,2,0,0,34,0,0,0,2,1,34,37
43,0,0,0,1,0,0,34,0,0,1,4,0,44,39
28,0,0,0,1,0,0,30,0,0,0,1,0,29,31
41,0,0,2,5,0,0,33,0,0,0,1,0,48,34
38,0,0,1,8,0,0,33,0,0,0,0,0,47,33
30,1,2,0,4,0,0,33,0,0,0,2,0,37,35
32,0,0,0,4,0,0,27,0,0,0,2,0,36,29
31,0,0,0,1,0,0,30,0,0,0,3,0,32,33
34,0,0,0,2,0,0,31,2,0,0,6,1,36,40
35,0,1,0,2,0,0,34,0,0,3,5,1,38,43
34,0,0,1,0,0,0,31,0,1,0,5,0,35,37
38,0,1,0,2,0,0,35,0,0,0,4,0,41,39
29,0,0,0,3,0,1,30,0,0,0,2,0,33,32
35,0,0,0,2,0,0,34,0,0,0,1,0,37,35
34,0,0,0,2,0,0,35,0,0,0,1,0,36,36
35,0,0,1,1,0,0,38,0,1,2,1,0,37,42
34,0,0,0,3,0,0,34,0,0,0,0,0,37,34
37,0,1,0,2,0,0,39,0,1,0,4,0,40,44
26,0,0,1,3,0,0,28,0,0,0,3,0,30,31
32,0,0,1,6,0,0,28,0,0,0,2,0,39,30
32,0,0,0,4,0,0,34,0,0,0,3,0,36,37
32,0,0,1,1,0,0,29,0,0,0,5,0,34,34
34,0,0,0,5,0,0,31,0,0,1,2,0,39,34
30,1,1,0,3,0,0,29,2,0,0,3,0,35,34
31,0,0,1,2,0,0,36,0,0,0,0,0,34,36
30,0,0,0,3,0,0,30,0,0,0,3,1,33,34
28,0,0,5,2,0,0,32,0,0,0,4,0,35,36
31,0,0,0,0,0,0,28,1,0,0,3,0,31,32
34,0,0,0,3,0,0,35,0,0,1,2,0,37,38
36,0,0,1,5,0,0,29,0,1,2,4,0,42,36
31,1,0,2,4,0,0,34,1,1,0,2,0,38,38
33,0,0,2,1,0,0,33,0,0,0,2,0,36,35
33,0,0,0,4,0,0,40,0,0,0,0,0,37,40
33,0,0,2,1,0,0,29,0,0,1,1,0,36,31
44,0,0,1,4,0,0,31,0,0,1,1,0,49,33
32,1,1,0,5,0,0,38,0,0,0,2,0,39,40
35,0,0,0,0,0,0,33,0,0,0,5,0,35,38
28,0,0,0,1,0,0,30,0,1,2,9,0,29,42
39,0,1,0,1,0,0,35,0,0,0,2,0,41,37
30,0,0,0,3,0,0,29,0,0,1,2,0,33,32
34,0,0,0,1,0,0,31,0,0,0,3,0,35,34
32,0,0,0,9,0,0,28,0,0,1,1,0,41,30
37,0,0,0,4,0,0,34,0,0,0,5,0,41,39
37,0,0,1,3,0,0,31,0,2,0,3,0,41,36
38,0,0,0,2,0,0,35,1,0,2,1,0,40,39
36,1,0,1,6,1,0,37,1,0,0,2,0,45,40
32,0,0,1,2,0,0,34,0,0,0,2,0,35,36
35,0,1,0,6,0,0,32,0,1,1,6,0,42,40
34,0,0,0,3,0,0,33,0,0,1,4,0,37,38
35,0,0,0,4,2,0,39,0,0,1,5,0,41,45
33,0,0,0,2,0,0,38,0,1,2,1,0,35,42
